year,population,population_growth,life_expectancy,globalization_index,economic_gi,political_gi,social_gi,country_id,government spending as percent of gdp,gov_spend,gov_debt,tax_revenue,foreign_aid_assistance,economic_growth_forecast,investment_forecast,inflation_forecast,liability_liquid,assets_bank,credit_bank_to_gov,gdp_growth_rate,gdp,gdp_per_capita,capital_investment,household_consumption,inflation,exports,imports,foreign_investments,net_equity_inflow,current_account_balance,trade_balance,foreign_exchange_reserves,net_payment_error_balance,energy,income_natural_resources,electricity_access,renewable_pg,fossil_pg,wind_pg,solar_pg,hydro_pg,nuclear_pg,geo_pg,labour_force,unemplyment_rate,yield,s&p
1981.0,9.86,-0.0,73.62,79.49,76.12,91.57,70.49,18.0,24.1,25.24,55.73421284683718,25.896473306061807,795.3596578829747,-0.28,23.32,8.15,43.99,49.48,20.634833124049692,-0.28,104.73,10622.8,23.64,58.94,7.6,56.62,58.81,1.39,-2278.0222566858865,4.672852534258709,0.12594141653232782,18.54,-1071.4083867513618,4415.36,0.2,99.1879215514191,0.65,34.89,0.0,0.0,0.38,12.22,0.0,2.636120504783321,11.164378003355523,13.78,AAA
1982.0,9.86,-0.03,73.89,79.64,76.64,91.57,70.46,18.0,23.76,21.88,54.94521078874459,25.582683178607567,315.06275676390214,0.6,22.29,8.1,43.5,50.9,20.72679945369964,0.59,92.1,9343.86,19.89,52.57,8.7,53.51,55.09,1.47,-3016.2580556613393,6.584959067842647,0.6956906432181995,19.55,-40.20636228789226,4208.26,0.26,99.17818419890773,0.57,32.15,0.0,0.0,0.33,14.75,0.0,3.9637059245824275,10.115105635742111,12.54,AAA
1983.0,9.86,-0.01,73.87,80.09,77.28,91.66,71.12,18.0,23.42,20.42,55.94678070959526,25.079161030877458,267.3578467807092,0.31,19.44,7.16,44.4,55.42,21.608624709404467,0.31,87.18,8846.23,16.35,50.22,7.7,52.66,52.31,1.29,-5037.5125051429495,8.413294965617752,2.515598231562791,17.75,173.14865560256294,4156.26,0.2,99.427458005076,0.54,25.93,0.0,0.0,0.33,22.83,0.0,2.1068132180225803,10.139429438477237,12.18,AAA
1984.0,9.86,-0.0,74.4,81.1,77.66,92.36,72.99,18.0,23.35,19.46,53.00582359965483,25.365101869260343,392.4962001025706,2.47,20.43,5.35,43.03,56.1,21.40570331109484,2.47,83.35,8457.27,16.52,47.1,6.3,53.69,53.19,0.39,-4941.732253598981,8.652131056162034,2.9245108247748703,15.1,-320.91606909639813,4334.9,0.17,100.72935018284807,0.57,24.19,0.0,0.0,0.35,26.36,0.0,1.1335974385319787,10.789589048255493,11.84,AAA
1985.0,9.86,0.03,74.52,81.58,78.86,91.88,73.78,18.0,22.83,19.7,52.41945534325714,24.654359007483436,135.2003197009908,1.65,19.66,4.02,42.51,57.43,21.35621063335384,1.65,86.27,8750.82,16.37,49.41,4.9,53.88,52.99,1.05,-6085.08654694818,9.030230505002692,3.239134051062308,16.03,170.0468952920346,4474.06,0.16,100.94194178653015,0.58,20.16,0.0,0.0,0.28,32.69,0.0,-0.38237771975218493,9.482127541635691,9.94,AAA
1986.0,9.86,0.04,74.73,81.19,78.49,91.0,73.86,18.0,22.69,27.23,51.92364137293407,24.371692743150106,275.0631044657639,1.82,19.25,0.59,44.87,59.9,20.879075613761415,1.82,120.02,12170.04,22.28,67.71,1.3,68.75,66.06,0.73,-5091.019810797647,9.53230897859794,4.80705904043981,18.9,25.62445503228082,4633.92,0.09,101.254547294222,0.79,16.82,0.0,0.0,0.34,37.3,0.0,-1.6906270777808459,9.49230316968351,8.27,AAA
1987.0,9.87,0.09,75.37,80.92,78.52,89.81,74.25,18.0,22.52,33.65,52.03128534538337,24.242547607493407,311.72252555319574,2.31,20.31,1.45,46.94,62.06,19.918325485088644,2.31,149.39,15135.85,29.33,83.79,1.6,83.46,80.75,2.35,-3646.948134091217,8.2124413317797,4.652872131612952,25.9,46.95027661887434,4727.69,0.05,101.60143455845991,0.94,18.77,0.01,0.0,0.43,39.76,0.0,-1.2438827149198914,9.181687393851007,8.27,AAA
1988.0,9.9,0.32,75.57,80.41,78.66,88.03,74.39,18.0,21.14,34.32,48.53372215202944,23.790395424475264,405.31071988723124,4.72,22.6,1.92,46.2,63.97,18.70586951319092,4.72,162.3,16391.09,35.48,88.93,1.2,96.42,92.53,5.21,-2596.515613565687,7.726964517180022,5.882335470271897,23.15,-303.982937679757,4770.95,0.04,101.50250466018042,0.93,19.86,0.01,0.0,0.35,40.89,0.0,-1.6465301283442386,8.632507792452543,8.14,AAA
1989.0,9.94,0.36,75.63,80.25,79.44,86.91,74.34,18.0,20.46,33.59,49.97244865871289,23.198545620353798,497.56055796820146,3.47,24.33,3.6,46.92,67.73,18.746373321707324,3.47,164.22,16525.06,38.63,89.0,3.1,104.39,100.78,7.02,-3626.7689556437545,6.245499643813673,5.733402459581413,22.89,-554.7746719777278,4798.93,0.05,101.64208797251831,0.92,23.89,0.01,0.0,0.3,39.1,0.0,-1.8258668540174767,8.093272408392295,9.4,AAA
1990.0,9.97,0.3,76.05,80.52,80.35,86.71,74.48,18.0,20.22,41.51,50.127216284472524,23.988314012552337,672.9846038106334,3.14,25.2,3.5,46.05,67.79,17.01326550118938,3.14,205.33,20600.38,49.99,111.24,3.4,126.51,122.9,8.05,-2149.0553672006354,4.057720153086848,5.7978854796641315,23.79,-726.2922575830016,4809.87,0.05,100.0,0.99,24.98,0.01,0.0,0.26,40.59,0.0,3.95,7.913443437621481,9.95,AAA
1991.0,10.0,0.37,76.19,82.59,80.99,91.06,75.59,18.0,20.86,43.92,50.902182738997,24.326817090494842,649.8017129621003,1.83,23.64,2.79,46.16,67.17,17.212350127511854,1.83,210.51,21041.66,48.08,115.31,3.2,126.79,122.86,9.36,-5358.48802257888,4.772060196140956,5.983236978340869,22.87,-378.9607456050653,5006.0,0.03,100.0,1.04,25.64,0.01,0.0,0.23,40.72,0.0,4.04,6.99,9.13,AAA
1992.0,10.05,0.41,76.35,84.07,81.04,94.6,76.34,18.0,20.96,49.21,53.268843122572434,24.923299419464456,395.26905590518436,1.53,23.38,2.18,73.7,145.23,26.787660799010155,1.53,234.78,23372.62,53.04,127.1,2.4,138.07,132.09,11.29,-14051.137863250915,7.322803390094123,9.839430809698058,22.15,812.520980753332,5040.67,0.02,100.0,1.22,25.13,0.01,0.0,0.34,41.28,0.0,4.08,6.7,7.95,AAA
1993.0,10.08,0.39,76.35,84.85,82.09,95.93,76.32,18.0,21.29,47.85,61.538236363581746,24.756884153383908,25.679013015294913,-0.96,22.68,2.46,78.21,145.64,28.125927771597162,-0.96,224.72,22283.94,49.29,120.58,2.8,126.09,118.89,10.75,-12385.684943201952,9.670273372630618,10.645196658797772,21.2,1579.52754356488,4902.27,0.03,100.0,1.13,25.39,0.01,0.0,0.25,39.83,0.0,4.1,8.08,6.59,AAA
1994.0,10.12,0.31,76.69,85.22,82.56,96.45,76.45,18.0,21.1,51.68,60.89066076587551,25.47425041243423,413.2434056105121,3.23,22.72,1.99,76.27,147.45,27.49325811277231,3.23,244.88,24208.55,53.91,130.55,2.4,143.07,134.21,8.51,-13095.77205782663,10.231253562105849,12.510935548810409,23.47,731.5900954532626,5186.19,0.02,100.0,1.23,27.71,0.01,0.0,0.34,38.59,0.0,4.16,9.65,8.3,AAA
1995.0,10.14,0.21,76.84,85.23,82.88,95.95,76.68,18.0,21.3,61.35,131.3,25.62,-78.43584433545766,2.39,21.79,1.23,77.2,145.03,41.085603934665414,2.38,288.03,28413.83,62.76,152.83,1.5,173.14,162.06,10.69,-13036.5312753818,22.904282509833138,14.643335502015844,24.12,3213.7781242411293,5267.67,0.02,100.0,1.39,28.93,0.01,0.0,0.34,39.29,0.0,4.2,9.34,6.7,AAA
1996.0,10.16,0.2,77.19,85.55,84.12,96.08,76.36,18.0,21.72,60.64,129.0,26.03,-268.2283945616218,1.32,21.63,2.14,83.02,146.9,39.75055650865488,1.32,279.2,27489.55,60.39,149.31,2.1,170.85,161.99,14.06,-14660.197862548754,19.292717377698864,12.076349004966403,22.61,3421.7257871930487,5536.47,0.02,100.0,1.29,28.68,0.01,0.0,0.24,41.17,0.0,4.2,9.48,5.9,AAA
1997.0,10.18,0.24,77.37,86.09,85.83,95.88,76.54,18.0,21.15,53.45,124.3,26.57,-233.06113380294119,3.79,22.3,0.88,84.66,143.64,38.235694831199,3.79,252.71,24820.94,56.35,133.09,1.6,163.72,153.91,12.0,-14693.92738085566,20.128337417731018,12.716214385572556,20.64,3049.080027845419,5523.46,0.02,100.0,1.21,27.49,0.01,0.0,0.3,45.04,0.0,4.22,8.96,5.45,AAA
1998.0,10.2,0.21,77.47,85.53,87.0,92.78,76.94,18.0,21.09,54.54,119.2,27.16,-89.89409312588396,1.96,22.35,0.69,81.79927397411575,72.44909773564905,24.82770678246652,1.96,258.53,25338.44,57.78,136.81,0.9,165.91,156.5,22.69,2203.0404820707627,13.892090790628572,8.823944125770737,21.01,1769.8430657424033,5603.16,0.02,100.0,1.4,32.44,0.01,0.0,0.39,43.86,0.0,4.26,9.32,4.09,AA+
1999.0,10.23,0.23,77.62,86.14,87.69,93.4,77.45,18.0,21.28,54.94,115.4,27.01,520.3693044317042,3.54,22.69,2.05,83.78474553742672,64.48600964697016,24.07645783697717,3.54,258.25,25244.28,58.57,134.43,1.1,166.68,156.46,119.69,9777.03662961442,-4.0824015068865265,9.051083726176472,13.35,-648.7787039190516,5612.71,0.02,100.0,1.55,30.83,0.01,0.0,0.34,46.57,0.0,4.37,8.65,5.41,AA+
2000.0,10.25,0.24,77.72,87.28,88.6,94.0,79.34,18.0,21.04,49.7,109.6,27.27,352.7902795345435,3.72,23.78,2.96,81.22788067427791,65.35920299223471,23.110045710483973,3.72,236.79,23041.54,56.18,123.56,2.5,171.36,164.59,88.74,4560.054783753585,-1.2015049958990858,6.128840983384379,12.27,-165.59274141518108,5669.36,0.02,100.0,1.81,30.84,0.02,0.0,0.46,45.75,0.0,4.41,6.59,5.28,AA+
2001.0,10.29,0.34,77.97,87.54,88.68,94.22,79.81,18.0,21.31,50.42,108.2,26.79,313.22148131964786,1.1,22.63,1.93,92.79,108.35,42.05,1.1,236.75,22995.16,53.54,123.96,2.5,169.39,160.77,88.2,-827.6288795620203,-2.693214304270441,10.772159478167055,13.56,73.28538604373898,5634.22,0.02,100.0,2.06,28.4,0.04,0.0,0.44,44.03,0.0,4.31,6.18,4.97,AA+
2002.0,10.33,0.45,78.08,87.14,86.76,94.03,80.6,18.0,22.14,56.93,105.4,25.71,164.13125270372257,1.71,20.75,1.33,96.04,101.48,37.34,1.71,258.38,24887.56,53.35,132.53,1.6,182.15,167.81,18.12,-467.16,11.62,11.49,14.7,-4681.68,5390.72,0.02,100.0,2.08,29.61,0.06,0.0,0.36,44.99,0.0,4.35,6.91,4.46,AA+
2003.0,10.38,0.42,78.13,87.76,87.2,94.55,81.5,18.0,22.48,71.36,101.7,25.08,305.5452679040609,1.04,20.96,1.63,101.45,96.84,34.31,1.04,318.08,30587.67,66.54,162.48,1.6,219.11,202.11,34.56,3187.4,10.81,10.7,14.45,1006.62,5590.03,0.02,100.0,1.96,32.17,0.09,0.0,0.25,45.01,0.0,4.38,7.68,4.38,AA+
2004.0,10.42,0.43,78.88,87.87,86.87,95.02,81.64,18.0,22.2,81.8,97.2,25.54,383.4010965505149,3.57,22.67,2.01,106.74,92.35,30.51,3.57,369.21,35364.38,83.54,185.16,2.1,261.32,243.28,44.5,4095.37,11.43,12.29,13.99,-1081.32,5592.99,0.02,100.0,2.4,32.56,0.14,0.0,0.31,44.95,0.0,4.47,7.36,3.66,AA+
2005.0,10.48,0.55,78.98,87.99,87.27,95.04,81.61,18.0,22.09,85.19,95.1,25.47,273.3485098773235,2.32,23.68,2.76,110.65,92.67,29.07,2.32,385.71,36795.98,91.31,193.51,2.8,286.41,270.85,33.66,5707.37,7.7,8.64,12.0,2440.67,5555.62,0.02,100.0,2.76,32.98,0.23,0.0,0.29,45.34,0.0,4.62,8.44,3.39,AA+
2006.0,10.55,0.66,79.38,88.81,86.97,96.97,82.36,18.0,21.94,89.49,91.5,25.29,740.4512801127712,2.55,23.97,2.07,111.48,91.91,26.07,2.55,408.26,38672.71,97.78,204.16,1.8,313.3,296.81,58.82,4590.31,7.55,9.14,13.44,604.32,5470.49,0.02,100.0,3.83,31.6,0.37,0.0,0.36,44.31,0.0,4.63,8.25,3.82,AA+
2007.0,10.63,0.73,79.78,90.02,87.46,98.21,84.21,18.0,21.62,101.66,87.3,24.79,1231.4824476020294,3.68,24.6,3.11,113.81,88.5,20.06,3.68,470.92,44262.89,115.72,233.5,1.8,368.27,348.82,96.55,3358.36,7.04,6.39,16.49,2318.85,5336.96,0.02,100.0,4.52,32.45,0.49,0.01,0.39,45.85,0.0,4.72,7.46,4.41,AA+
2008.0,10.71,0.79,79.68,89.87,86.83,98.17,84.41,18.0,22.67,116.78,93.2,25.25,1155.4972505044861,0.45,25.94,2.7,113.16,82.7,19.94,0.45,517.33,48106.89,133.63,261.34,4.5,416.72,413.25,190.39,8794.55,-4.3,-6.65,15.68,-2619.76,5454.67,0.02,100.0,5.48,30.35,0.64,0.04,0.41,43.36,0.0,4.77,6.98,3.87,AA+
2009.0,10.8,0.8,80.03,89.91,86.92,97.9,84.72,18.0,24.19,116.45,100.2,23.78,1566.6023213472654,-2.02,22.17,0.33,114.35,79.41,20.74,-2.02,483.25,44583.54,106.73,247.28,-0.1,331.33,320.44,77.35,-3245.73,8.78,5.47,23.86,-3389.98,5196.58,0.02,100.0,6.75,33.59,1.0,0.17,0.33,44.96,0.0,4.79,7.91,3.61,AA+
2010.0,10.9,0.91,80.18,90.01,86.9,97.46,85.47,18.0,23.73,114.14,100.3,24.47,1452.4098509114847,2.87,23.13,3.38,113.77,78.1,21.3,2.86,481.42,44141.88,111.23,247.39,2.2,364.8,356.61,125.49,-3865.09,7.34,5.15,26.78,-5788.01,5539.47,0.02,100.0,7.83,35.51,1.29,0.56,0.3,45.73,0.0,4.89,8.29,3.99,AA+
2011.0,11.04,1.3,80.59,90.12,86.79,97.21,86.14,18.0,24.05,125.69,103.5,24.94,1783.3347825653182,1.69,24.51,3.19,111.34,78.64,23.22,1.69,523.33,47348.52,128.08,269.39,3.5,421.76,422.28,163.62,-4897.72,-10.17,-5.41,29.11,-1234.7,5092.32,0.02,100.0,9.44,29.3,2.31,1.17,0.19,45.94,0.0,4.87,7.14,4.35,AA
2012.0,11.11,0.62,80.39,90.12,86.38,97.41,86.34,18.0,24.3,120.59,104.8,25.82,678.9075754201767,0.74,23.69,2.08,115.01,77.72,22.98,0.74,496.15,44673.12,117.54,257.74,2.8,398.95,398.64,11.81,3686.42,-0.41,-5.23,30.77,1628.55,4845.49,0.02,100.0,11.7,27.58,2.75,2.15,0.35,38.46,0.0,4.9,7.54,2.1,AA
2013.0,11.16,0.47,80.59,90.08,85.22,97.44,87.28,18.0,24.31,126.83,105.5,26.19,762.6503089509933,0.46,22.43,1.17,118.06,77.47,21.07,0.46,521.79,46744.66,117.0,273.66,1.1,413.79,409.63,-29.64,7675.16,5.08,-0.27,26.95,7253.39,4997.46,0.02,100.0,12.78,24.67,3.67,2.64,0.38,40.63,0.0,4.96,8.43,2.43,B+
2014.0,11.21,0.44,81.29,91.11,88.85,97.02,87.32,18.0,24.23,129.57,107.0,26.13,841.1156162277184,1.58,23.14,-0.39,121.43,80.37,22.48,1.58,535.39,47700.54,123.7,277.02,0.3,426.68,422.3,-15.21,8256.21,4.04,0.8,25.44,-2507.53,4708.22,0.02,100.0,13.47,22.5,4.62,2.89,0.29,32.09,0.0,4.98,8.52,0.91,B+
2015.0,11.27,0.58,80.99,90.48,88.5,95.72,87.09,18.0,23.62,109.14,105.2,24.35,566.2881139359233,2.04,23.63,1.45,125.95,81.36,20.73,2.04,462.34,40991.81,109.2,237.26,0.6,359.58,353.02,-19.51,7756.07,6.36,6.5,24.1,1768.1,4687.79,0.02,100.0,15.71,24.77,5.57,3.06,0.31,24.83,0.0,5.0,8.48,0.89,B+
2016.0,11.33,0.51,81.44,90.52,88.43,96.0,87.0,18.0,23.26,110.67,105.0,22.84,796.1585673861555,1.27,24.25,2.2,123.42,81.56,18.77,1.27,476.06,41984.1,115.38,244.01,2.0,377.88,372.2,57.54,-12389.97,2.65,5.69,23.48,-5184.4,5221.676455368637,0.02,100.0,15.58,23.45,5.44,3.1,0.37,41.43,0.0,5.01,7.83,0.61,B+
2017.0,11.38,0.39,81.49,90.69,88.54,96.27,87.14,18.0,23.03,115.51,102.0,23.45,80.67698619606381,1.62,24.46,2.06,122.75,80.2,16.47,1.62,502.76,44089.31,122.65,258.14,2.1,417.18,411.97,-37.29,10862.18,3.52,5.26,26.15,-1611.37,5062.745901981427,0.02,100.0,17.11,24.08,6.51,3.31,0.27,40.19,0.0,5.04,7.09,0.53,B+
2018.0,11.43,0.46,81.6,90.46,87.89,96.62,86.69,18.0,23.09,125.39,99.8,24.01,631.9650572583778,1.82,25.37,2.2,126.46,81.48,15.27,1.82,543.27,47519.55,137.75,281.18,2.1,450.89,452.2,-41.6,-4392.94,-4.26,-1.15,26.86,-1546.12,5454.365306878346,0.02,100.0,18.34,24.9,7.47,3.9,0.31,27.0,0.0,5.09,5.95,0.75,B+
2019.0,11.49,0.54,81.75,90.33,88.75,96.63,85.6,18.0,22.97,122.98,97.7,22.61,475.81565712451993,2.15,24.97,0.92,126.39,81.83,13.47,2.15,535.29,46591.49,133.63,275.17,1.4,439.94,436.43,-30.08,5195.21,0.83,3.65,28.97,-2491.53,5114.341017599218,0.02,100.0,20.04,26.99,9.73,4.25,0.11,41.42,0.0,5.14,5.36,0.01,B+
2020.0,11.56,0.58,81.61855569291913,62.667519622667285,57.087948946837884,70.38876111552673,60.60032389879101,18.0,24.76,129.2,112.8,17.008607678777253,394.2727023295447,-5.66,24.16,0.35,144.28,89.28,18.233618734038828,-5.66,521.86,45159.35,126.09,259.23,0.7,417.56,410.22,30.315716390530724,8197.99,4.32,7.26,33.3,-2439.69,4208.713550452318,7.995928927608475,100.0,23.98,28.35,12.87,4.97,0.33,32.6,0.0,5.11,5.55,-0.39,B+
2007.0,2.97,-0.76,75.65,63.83,54.17,71.19,66.14,2.0,10.48,1.12,53.55,14.960498440411811,308.63,5.98,34.46,3.03,78.47,56.71,26.79,5.98,10.68,3595.04,3.68,8.73,2.9,3.02,5.87,0.65,6717.594908661209,-1.15,-2.88,2.16,185.54,679.86,1.76,100.0,2.76,0.07,0.0,0.0,2.76,0.0,0.0,1.25,15.97,5.318257235780095,B
2008.0,2.95,-0.77,75.91,65.59,57.43,73.69,65.65,2.0,10.38,1.34,55.14,14.752194240609015,364.84,7.5,33.37,2.22,75.48,60.67,25.34,7.5,12.88,4370.54,4.61,10.7,3.3,3.26,6.72,1.25,23.31,-2.01,-3.45,2.36,-29.81,710.75,1.11,100.0,3.76,0.07,0.0,0.0,3.76,0.0,0.0,1.23,13.06,5.338896621521087,B
2009.0,2.93,-0.67,76.22,68.8,60.05,76.72,69.62,2.0,11.11,1.34,59.67,16.237774559286663,357.15,3.35,32.64,3.5,59.04,61.71,24.92,3.35,12.04,4114.13,4.16,9.73,2.3,3.04,6.0,1.35,-4.13,-1.85,-2.97,2.37,414.37,732.32,0.61,100.0,5.2,0.0,0.0,0.0,5.2,0.0,0.0,1.23,13.67,4.790613336882245,B
2010.0,2.91,-0.5,76.56,70.1,64.69,75.12,70.51,2.0,11.16,1.33,57.72,15.691889112827994,365.07,3.71,31.32,3.5,64.36,61.64,24.27,3.71,11.93,4094.35,3.61,9.32,3.6,3.34,5.79,1.09,6.87,-1.36,-2.46,2.54,434.57,729.15,1.57,100.0,7.49,0.0,0.0,0.0,7.49,0.0,0.0,1.23,14.09,5.160260320228588,B
2011.0,2.91,-0.27,76.91,66.96,63.03,68.95,68.89,2.0,10.97,1.41,59.41,18.02,379.48,2.55,33.46,1.74,68.69,64.59,25.28,2.55,12.89,4437.14,4.05,10.09,3.4,3.77,6.7,1.05,23.35,-1.67,-2.93,2.47,305.11,764.97,3.18,100.0,4.09,0.06,0.0,0.0,4.09,0.0,0.0,1.37,13.48,3.9716839201531116,B
2012.0,2.9,-0.17,77.25,63.83,61.85,61.22,68.41,2.0,10.84,1.34,62.14,17.48,349.16,1.42,29.82,2.46,71.22,63.66,24.75,1.42,12.32,4247.63,3.49,9.61,2.0,3.57,5.86,0.92,17.99,-1.26,-2.3,2.6,347.5,687.9,3.38,99.9,4.68,0.0,0.0,0.0,4.68,0.0,0.0,1.31,13.38,3.778548136936706,B
2013.0,2.9,-0.18,77.55,66.5,61.43,69.3,68.79,2.0,11.03,1.41,70.41,16.5,269.98,1.0,27.49,1.78,72.56,63.87,26.0,1.0,12.78,4413.06,3.58,10.22,1.9,3.69,6.0,1.25,1.7,-1.18,-2.31,2.77,49.71,801.33,2.95,100.0,6.89,0.0,0.0,0.0,6.89,0.0,0.0,1.23,15.87,4.023984024129334,B
2014.0,2.89,-0.21,77.81,68.73,66.59,71.23,68.37,2.0,11.45,1.51,72.04,18.3,281.17,1.77,27.29,0.72,73.44,63.66,26.25,1.77,13.23,4578.63,3.4,10.69,1.6,3.73,6.24,1.15,33.95,-1.43,-2.51,2.67,72.86,808.46,3.08,99.95,4.68,0.0,0.0,0.0,4.68,0.0,0.0,1.24,18.05,3.0977049254795475,B
2015.0,2.88,-0.29,78.03,69.47,66.61,72.96,68.84,2.0,11.11,1.27,72.73,18.52,335.16,2.22,26.24,1.94,72.91,59.27,23.91,2.22,11.39,3952.8,2.94,9.19,3.5,3.1,5.07,0.99,8.99,-0.98,-1.97,3.14,157.94,1167.5038669086643,1.62,99.98,5.84,0.0,0.0,0.0,5.84,0.0,0.0,1.3,17.19,5.2702732805292385,B
